일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심적설(cm),평균 지면온도(°C)
2016/10/23,13.6,10.1,17.9,3.5,5.8,3.2,75.6,,14.5
2016/10/24,15.1,8.1,19.6,,3.6,2.1,61.1,,14.6
2016/10/25,13.9,11.0,19.0,30.7,5.1,2.1,94.0,,14.9
2016/10/26,12.5,8.7,16.6,,2.8,0.9,90.5,,13.7
2016/10/27,14.5,8.6,19.8,,3.9,2.0,76.3,,13.9
2016/10/28,14.5,11.2,17.7,1.3,6.1,1.8,68.3,,14.4
2016/10/29,8.5,3.9,13.0,,4.5,2.5,45.1,,10.4
2016/10/30,7.1,0.0,15.5,,2.4,1.0,48.0,,7.9
2016/10/31,6.6,1.8,10.2,0.0,5.0,1.8,59.0,,8.0
2016/11/01,2.4,-1.2,8.1,,4.5,2.2,45.9,,4.8
2016/11/02,4.1,-2.7,10.9,0.7,3.3,1.2,65.0,,5.5
2016/11/03,8.3,3.8,14.8,0.4,4.3,1.3,75.1,,8.6
2016/11/04,11.5,4.7,16.5,,4.6,1.9,73.9,,10.0
2016/11/05,14.2,9.7,20.0,,4.6,1.4,85.6,,12.5
2016/11/06,14.8,11.9,19.1,,5.7,3.4,66.4,,13.3
2016/11/07,13.5,8.9,18.6,2.9,5.4,2.6,72.0,,13.3
2016/11/08,5.3,0.4,9.2,0.3,5.1,3.2,57.4,,8.3
2016/11/09,2.8,-2.3,9.5,,3.7,1.6,46.4,,4.2
2016/11/10,6.8,1.1,11.5,0.3,4.3,1.6,65.0,,6.9
2016/11/11,8.7,4.6,14.8,3.1,4.7,1.8,72.3,,8.4
2016/11/12,10.4,3.0,17.8,,4.3,1.2,73.5,,8.2
2016/11/13,13.7,9.7,18.4,0.8,3.2,1.2,85.0,,12.1
2016/11/14,13.5,9.9,17.5,3.0,3.0,1.1,87.3,,12.3
2016/11/15,6.5,2.7,11.3,,5.1,2.5,45.0,,7.1
2016/11/16,5.2,-1.3,12.6,,2.3,0.9,56.9,,5.2
2016/11/17,8.0,2.1,16.5,,2.2,0.5,71.4,,6.7
2016/11/18,9.7,2.8,15.4,1.3,3.3,1.0,78.0,,7.8
2016/11/19,12.8,10.8,14.8,0.1,3.2,1.4,87.4,,11.8
2016/11/20,10.6,5.3,16.4,,5.1,2.1,52.4,,9.5
2016/11/21,9.5,3.7,13.9,,2.9,1.2,55.4,,8.2
2016/11/22,3.5,-1.2,9.0,0.6,5.2,3.3,44.4,,5.6
2016/11/23,-0.2,-3.7,4.4,,5.3,2.5,36.8,,1.5
2016/11/24,-0.8,-4.6,3.8,,4.4,2.0,40.8,,0.2
2016/11/25,1.3,-3.9,7.3,,4.1,1.0,50.9,,1.0
2016/11/26,1.1,-2.0,3.8,1.9,3.2,1.5,78.8,,1.1
2016/11/27,4.2,0.2,8.3,0.5,3.3,0.9,91.1,,4.0
2016/11/28,2.4,-0.8,7.3,,4.9,2.3,59.6,,2.0
2016/11/29,1.4,-3.9,8.2,,2.6,0.8,51.5,,0.9
2016/11/30,6.2,-1.2,10.5,1.5,2.8,1.0,62.8,,3.9
2016/12/01,4.9,-0.5,8.9,,6.4,2.7,53.0,,3.3
2016/12/02,1.5,-4.2,8.7,,3.0,1.1,62.8,,0.8
2016/12/03,3.3,-2.8,11.5,,2.4,0.6,78.4,,1.8
2016/12/04,4.7,0.4,8.7,0.0,2.1,0.7,75.4,,3.6
2016/12/05,6.8,1.7,12.0,0.5,5.6,2.5,73.1,,5.9
2016/12/06,-0.5,-3.6,4.9,,4.5,2.1,42.0,,0.7
2016/12/07,2.2,-4.4,8.6,0.0,3.7,1.5,65.6,,1.6
2016/12/08,2.8,-3.8,7.8,3.8,4.2,1.1,81.1,,2.4
2016/12/09,2.3,-2.4,6.3,1.1,4.9,2.6,67.1,,2.3
2016/12/10,-0.7,-5.0,5.2,,3.6,1.5,52.0,,-0.3
2016/12/11,-1.5,-7.2,5.5,,2.6,0.7,54.0,,-1.1
2016/12/12,2.5,-4.5,8.8,,2.1,0.8,46.9,,-0.3
2016/12/13,2.6,-1.4,8.7,,4.0,1.5,63.0,,0.9
2016/12/14,-0.6,-2.4,1.6,0.0,3.2,1.8,63.4,,0.2
2016/12/15,-3.5,-6.2,0.6,,4.7,2.7,41.0,,-1.0
2016/12/16,-3.6,-8.8,1.4,,4.8,1.7,43.8,,-1.8
2016/12/17,3.5,-2.4,10.1,,3.2,1.2,69.0,,0.0
2016/12/18,5.2,1.5,8.1,,3.3,1.4,75.4,,0.9
2016/12/19,7.4,3.8,12.6,1.5,4.2,1.7,79.9,,4.9
2016/12/20,6.1,1.9,14.6,,2.8,0.5,85.3,,3.4
2016/12/21,8.3,1.2,13.6,32.6,5.0,2.3,86.5,,4.9
2016/12/22,6.2,2.7,13.1,21.5,6.1,3.4,94.6,,6.9
2016/12/23,-1.0,-2.5,2.7,1.1,5.7,3.1,76.9,0.1,2.0
2016/12/24,-1.6,-3.7,1.8,,3.1,1.0,65.9,,0.8
2016/12/25,1.3,-4.9,7.5,,2.6,0.6,80.3,,0.7
2016/12/26,3.3,0.7,5.5,0.1,4.2,1.1,78.5,,2.5
2016/12/27,-0.9,-5.7,3.0,0.2,5.5,3.0,57.4,,1.0
2016/12/28,-3.3,-8.5,3.2,,3.1,1.3,54.8,,-0.8
2016/12/29,-3.1,-5.7,0.3,1.0,5.1,2.5,52.9,1.3,-0.6
2016/12/30,-3.3,-9.5,3.5,,3.5,0.9,64.0,,-0.9
2016/12/31,0.8,-3.8,5.5,,2.1,0.7,81.3,,-0.4
2017/01/01,2.9,-2.8,8.2,,2.4,0.7,85.8,,-0.1
2017/01/02,5.2,2.7,10.3,0.6,4.0,1.6,86.4,,2.2
2017/01/03,1.8,-2.9,8.5,,3.4,1.2,75.5,,0.9
2017/01/04,3.6,-1.2,10.9,,4.3,1.2,75.6,,1.4
2017/01/05,4.3,-1.7,8.3,,5.1,2.0,65.1,,1.9
2017/01/06,5.8,0.6,11.4,,4.6,2.2,64.8,,3.2
2017/01/07,3.5,-1.6,10.7,,2.4,0.6,82.1,,1.9
2017/01/08,7.1,2.3,11.9,0.0,3.7,1.7,62.4,,4.1
2017/01/09,2.4,-2.1,6.0,0.2,4.9,2.6,66.9,,3.3
2017/01/10,-2.0,-6.0,3.1,0.0,5.6,2.5,49.5,,-0.4
2017/01/11,-3.2,-8.8,2.7,,4.9,1.7,45.0,,-1.6
2017/01/12,-1.0,-4.8,3.0,1.9,5.5,2.0,59.9,5.2,-0.3
2017/01/13,-5.1,-7.5,0.0,0.4,6.2,2.3,53.5,0.5,-0.7
2017/01/14,-7.1,-8.8,-3.7,,6.4,4.0,35.1,,-1.9
2017/01/15,-5.8,-10.6,0.0,,3.7,1.8,43.4,,-3.1
2017/01/16,-4.5,-11.1,3.0,,2.8,0.8,56.1,,-3.4
2017/01/17,-2.6,-9.0,4.4,,2.8,0.7,64.1,,-2.7
2017/01/18,-1.1,-4.8,3.7,0.0,2.5,0.8,81.8,,-1.4
2017/01/19,-2.0,-6.8,4.9,,3.8,1.0,73.1,,-1.9
2017/01/20,-3.7,-7.4,-0.8,3.9,5.8,2.6,74.9,7.1,-0.7
2017/01/21,-4.9,-11.2,-1.1,1.8,6.7,1.3,87.6,4.7,-1.1
2017/01/22,-7.1,-10.1,-2.1,0.1,6.8,3.2,53.5,4.7,-1.0
2017/01/23,-8.0,-11.5,-3.2,,3.6,1.8,53.6,2.1,-1.8
2017/01/24,-6.8,-13.6,-0.3,,3.5,1.4,60.8,1.0,-2.3
2017/01/25,-5.7,-12.6,2.4,,3.5,1.0,67.8,1.0,-2.4
2017/01/26,-1.7,-10.0,3.5,0.0,3.9,1.5,74.6,0.3,-1.8
2017/01/27,-1.7,-5.8,3.9,3.5,6.4,3.1,52.6,,-0.1
2017/01/28,-1.3,-9.0,5.1,,3.4,1.0,47.9,,-1.3
2017/01/29,1.3,-0.2,3.0,7.0,3.3,0.9,76.6,1.1,-0.1
2017/01/30,-3.9,-7.4,-0.2,0.0,5.1,2.9,64.5,1.2,-0.2
2017/01/31,-4.8,-10.1,0.9,,4.1,1.3,57.5,,-1.5
2017/02/01,-3.3,-7.4,2.4,,5.4,2.3,50.5,,-1.8
2017/02/02,-1.7,-9.8,4.4,,5.1,1.9,53.8,,-2.3
2017/02/03,1.1,-3.4,7.4,,4.0,1.2,75.0,,-0.2
2017/02/04,1.3,-4.6,4.9,,2.3,0.8,73.3,,-0.3
2017/02/05,1.8,-0.6,3.9,1.3,3.8,1.7,76.0,,0.0
2017/02/06,-0.7,-3.2,3.3,,4.6,3.0,52.3,,-0.5
2017/02/07,-1.5,-5.9,3.4,,3.3,1.3,52.9,,-0.7
2017/02/08,-1.6,-5.7,2.5,,4.1,1.5,56.1,,-0.5
2017/02/09,-4.2,-6.1,-0.9,0.0,6.2,3.2,48.5,,-1.5
2017/02/10,-5.5,-8.2,-1.9,0.0,5.7,3.6,45.8,,-2.6
2017/02/11,-3.8,-8.2,0.2,,5.5,2.8,49.9,,-2.6
2017/02/12,-2.3,-9.1,4.2,,5.1,1.6,59.4,,-2.1
2017/02/13,-1.2,-7.3,4.7,1.0,2.6,0.8,83.1,,-1.4
2017/02/14,0.3,-4.0,6.5,,3.7,1.8,56.8,,-0.5
2017/02/15,0.9,-5.8,8.5,,2.6,0.9,62.4,,-0.3
2017/02/16,5.6,-4.4,12.6,0.3,5.5,1.6,74.4,,0.6
2017/02/17,1.9,-4.1,9.6,4.0,5.6,3.4,63.9,,1.1
2017/02/18,-1.8,-7.2,4.0,,5.5,2.4,47.8,,-0.6
2017/02/19,2.3,-4.2,6.8,4.6,5.0,2.0,71.0,,0.0
2017/02/20,-0.2,-4.0,5.5,2.2,6.4,3.6,58.4,,0.5
2017/02/21,-0.5,-7.5,6.8,,4.0,1.1,44.4,,-0.3
2017/02/22,2.1,-0.1,3.5,9.1,4.8,2.2,80.8,,0.6
2017/02/23,-0.4,-3.4,3.9,,5.9,3.7,55.4,,0.7
2017/02/24,-0.2,-6.4,5.0,,5.1,1.7,55.0,,0.4
2017/02/25,1.9,-4.7,9.1,,6.2,1.8,66.0,,1.0
2017/02/26,2.4,-4.0,10.1,,4.5,1.7,67.1,,1.7
2017/02/27,2.6,-3.6,11.0,,4.4,1.2,55.9,,1.5
2017/02/28,4.4,-3.4,13.0,,3.4,1.3,53.9,,2.2
2017/03/01,4.7,1.1,11.5,6.2,3.8,1.3,66.1,,4.1
2017/03/02,1.9,-1.8,5.6,0.3,5.5,2.9,71.0,,3.4
2017/03/03,2.9,-3.4,11.1,,3.9,1.6,62.8,,2.1
2017/03/04,4.6,-2.5,12.9,,4.0,1.1,69.0,,2.9
2017/03/05,4.6,-0.9,11.3,1.3,4.0,1.5,78.1,,4.2
2017/03/06,1.2,-1.8,5.6,,6.4,3.5,43.8,,2.0
2017/03/07,-0.5,-2.9,2.8,,5.4,3.5,43.6,,1.1
2017/03/08,0.7,-5.6,6.1,0.0,6.4,2.8,52.8,,1.8
2017/03/09,3.2,-3.5,10.1,,6.8,2.8,57.8,,1.9
2017/03/10,4.2,-2.7,12.2,,4.8,1.5,53.5,,2.3
2017/03/11,5.9,-2.4,16.7,,4.8,1.1,53.5,,3.3
2017/03/12,7.6,1.7,15.1,,4.4,1.6,67.5,,6.3
2017/03/13,6.4,1.3,12.9,,4.3,2.2,59.4,,6.3
2017/03/14,5.9,0.9,12.2,,6.4,2.9,42.3,,5.0
2017/03/15,4.8,-1.5,12.8,,4.9,1.6,48.8,,4.5
2017/03/16,5.0,-1.8,13.3,,4.1,1.5,52.3,,4.9
2017/03/17,6.5,-0.7,15.9,,4.3,1.5,53.8,,5.8
2017/03/18,8.0,3.4,16.9,,5.4,1.7,43.3,,7.1
2017/03/19,8.5,0.1,18.7,,3.9,1.0,55.0,,7.7
2017/03/20,8.9,2.9,15.0,,3.2,1.2,55.3,,7.5
2017/03/21,7.5,2.8,13.0,,5.3,2.4,54.4,,8.3
2017/03/22,6.7,0.1,13.8,,5.2,1.9,49.4,,7.3
2017/03/23,7.5,2.7,14.6,,5.0,1.8,54.0,,8.1
2017/03/24,7.5,1.1,14.4,,4.5,1.5,59.0,,8.0
2017/03/25,7.2,2.3,12.4,,5.4,1.8,50.5,,8.7
2017/03/26,6.0,1.9,10.9,,4.6,2.0,62.5,,8.3
2017/03/27,6.7,3.3,12.0,0.0,5.7,2.5,70.9,,8.7
2017/03/28,7.0,2.3,13.2,,3.9,1.7,65.8,,9.3
2017/03/29,7.8,1.9,14.9,,4.3,1.7,62.5,,10.1
2017/03/30,8.7,0.8,17.3,,4.9,1.8,66.3,,10.3
2017/03/31,8.7,5.4,12.9,1.2,5.1,1.8,78.6,,9.9
2017/04/01,9.0,5.1,14.7,1.0,6.5,1.9,67.0,,11.5
2017/04/02,8.3,1.8,15.9,,5.8,1.8,64.8,,10.7
2017/04/03,10.0,2.1,19.1,,4.9,1.6,59.0,,11.5
2017/04/04,12.9,3.3,22.5,,4.5,1.6,45.0,,13.1
2017/04/05,12.3,10.2,14.7,33.8,5.4,2.0,69.9,,11.0
2017/04/06,10.6,8.9,13.3,1.2,4.2,2.3,93.6,,12.5
2017/04/07,13.3,8.0,22.2,,3.4,1.5,76.8,,14.2
2017/04/08,10.9,6.6,19.3,0.1,4.4,1.8,85.4,,13.4
2017/04/09,13.4,8.7,18.2,0.6,6.1,2.7,67.9,,14.3
2017/04/10,15.6,10.3,22.0,,5.9,2.9,26.4,,14.7
2017/04/11,13.7,9.9,19.0,0.0,7.2,3.1,45.5,,14.4
2017/04/12,12.0,8.0,16.6,,6.6,3.4,22.9,,12.5
2017/04/13,12.3,4.8,20.4,,5.3,2.1,58.8,,15.1
2017/04/14,12.8,6.7,18.7,0.0,8.3,2.7,63.0,,12.8
2017/04/15,15.7,8.1,25.3,,4.9,1.5,68.8,,18.2
2017/04/16,17.7,10.5,25.4,,3.4,1.0,59.8,,18.6
2017/04/17,13.8,10.7,17.2,7.9,4.0,1.4,82.3,,13.1
2017/04/18,11.2,8.1,18.0,7.9,5.7,2.7,89.0,,12.1
2017/04/19,12.4,5.6,18.0,,5.9,2.4,53.1,,14.6
2017/04/20,12.6,8.7,17.2,0.0,4.3,1.6,50.9,,12.5
2017/04/21,11.8,4.9,19.8,,4.7,1.7,69.4,,15.1
2017/04/22,13.7,6.0,22.5,,5.4,1.8,57.4,,17.2
2017/04/23,13.5,6.0,22.4,,4.9,1.8,51.4,,17.3
2017/04/24,14.0,5.8,22.1,,5.8,2.1,50.6,,17.0
2017/04/25,15.4,10.2,21.8,0.0,5.0,2.1,65.5,,17.7
2017/04/26,14.8,9.6,21.0,0.0,6.8,2.7,45.3,,19.8
2017/04/27,13.6,7.1,20.1,,7.4,2.8,44.6,,17.8
2017/04/28,14.3,7.4,22.1,,6.0,2.7,59.6,,17.7
2017/04/29,16.6,8.3,24.5,,5.2,2.2,52.6,,19.8
2017/04/30,18.2,12.5,28.1,,4.9,2.3,64.4,,21.6
2017/05/01,18.3,10.5,27.7,,4.5,1.6,64.8,,22.6
2017/05/02,18.4,11.7,26.8,,4.5,1.4,57.8,,22.4
2017/05/03,19.2,11.0,29.4,,5.8,1.4,51.3,,23.8
2017/05/04,19.9,12.5,28.1,0.0,5.0,1.5,55.6,,23.1
2017/05/05,19.8,14.5,27.7,0.0,6.8,2.4,63.3,,26.2
2017/05/06,14.6,8.6,21.1,,7.7,3.3,42.8,,20.4
2017/05/07,15.4,8.7,22.3,,6.9,2.4,57.5,,20.5
2017/05/08,17.0,9.3,23.7,,4.2,1.6,54.1,,20.1
2017/05/09,16.3,13.6,21.3,2.9,6.0,2.0,68.4,,17.6
2017/05/10,15.7,13.2,20.9,4.6,5.1,2.1,80.5,,19.6
2017/05/11,18.5,12.5,25.0,0.3,3.1,1.3,75.6,,20.3
2017/05/12,18.7,14.6,22.9,0.2,4.7,1.4,81.4,,19.1
2017/05/13,15.9,11.2,24.1,3.5,8.8,2.6,84.0,,17.2
2017/05/14,14.5,9.5,20.1,,7.1,3.1,69.4,,20.0
2017/05/15,15.3,9.9,20.6,,5.0,2.5,69.0,,21.8
2017/05/16,16.3,12.6,22.4,,4.3,1.9,66.9,,21.3
2017/05/17,17.8,9.9,25.7,,4.9,1.7,62.3,,23.7
2017/05/18,19.3,11.2,27.1,,4.8,1.7,55.5,,24.6
2017/05/19,19.8,12.7,28.3,,5.1,1.8,54.5,,25.8
2017/05/20,19.5,12.8,26.4,,5.7,2.1,52.4,,24.5
2017/05/21,20.2,13.5,26.7,,5.0,1.8,56.4,,26.5
2017/05/22,20.3,13.0,28.0,,4.7,1.6,61.5,,26.5
2017/05/23,19.3,15.0,24.4,7.1,4.4,1.6,74.0,,22.3
2017/05/24,20.4,15.6,26.7,3.9,4.9,1.9,72.5,,24.9
2017/05/25,18.3,12.7,24.5,,6.9,3.2,57.5,,23.8
2017/05/26,16.9,11.4,22.8,,4.8,2.6,49.0,,23.8
2017/05/27,17.8,11.4,25.6,,4.4,1.9,57.0,,24.8
2017/05/28,20.1,11.9,27.3,,5.0,2.2,58.6,,25.3
2017/05/29,21.8,16.4,29.4,,4.6,1.8,71.0,,27.3
2017/05/30,22.6,16.6,30.3,,4.2,1.7,51.9,,27.1
2017/05/31,21.8,15.7,28.4,,3.3,1.5,64.4,,26.9
2017/06/01,22.1,18.3,26.3,0.0,6.8,2.8,66.4,,28.0
2017/06/02,20.0,13.6,25.7,,5.5,2.5,49.3,,27.1
2017/06/03,19.5,15.0,25.8,,5.9,2.7,55.8,,27.7
2017/06/04,20.4,12.5,28.1,,5.5,2.1,53.1,,27.5
2017/06/05,22.6,13.7,30.2,,4.6,1.5,45.4,,29.3
2017/06/06,18.9,14.7,22.7,6.0,6.4,3.1,62.8,,20.8
2017/06/07,17.3,15.2,19.3,6.1,3.9,2.1,98.0,,18.6
2017/06/08,19.8,15.3,26.4,,4.7,2.2,78.6,,23.9
2017/06/09,20.8,15.5,27.2,0.0,6.0,2.5,77.0,,24.3
2017/06/10,20.8,15.8,27.6,0.5,3.5,1.8,58.4,,24.7
2017/06/11,21.9,12.6,29.6,,5.1,1.9,48.4,,27.6
2017/06/12,21.6,17.3,27.2,,5.0,2.8,48.8,,27.0
2017/06/13,20.4,16.4,26.3,0.3,5.7,2.1,75.5,,26.3
2017/06/14,20.8,17.2,26.3,,5.0,2.4,74.8,,27.7
2017/06/15,22.1,16.2,29.0,,4.2,1.9,72.4,,28.0
2017/06/16,24.1,18.5,32.2,,4.6,1.9,67.8,,29.7
2017/06/17,23.4,18.3,29.7,,4.0,1.9,52.6,,29.5
2017/06/18,22.8,15.3,32.0,,5.1,1.7,61.1,,29.7
2017/06/19,23.9,17.0,30.3,,4.2,1.5,61.6,,29.1
2017/06/20,24.8,17.9,31.8,,4.6,1.5,57.1,,28.6
2017/06/21,23.9,19.8,30.7,,5.0,2.4,61.9,,31.1
2017/06/22,24.3,20.1,30.5,,4.4,2.1,67.5,,31.4
2017/06/23,25.0,19.0,33.2,,5.2,1.7,65.4,,32.2
2017/06/24,22.8,19.5,27.6,2.7,3.1,1.0,70.5,,24.7
2017/06/25,24.2,19.8,29.9,0.5,4.3,1.4,72.6,,28.1
2017/06/26,23.2,20.0,30.3,7.3,5.2,2.1,85.3,,25.6
2017/06/27,24.1,20.2,30.8,4.2,4.0,2.2,81.1,,28.9
2017/06/28,24.9,21.3,30.6,,4.5,1.6,76.3,,28.0
2017/06/29,25.0,20.2,31.4,,4.7,1.6,75.5,,28.7
2017/06/30,25.2,21.4,31.2,,4.0,1.9,76.9,,29.5
2017/07/01,23.9,21.4,28.1,15.6,4.1,1.1,89.6,,26.3
2017/07/02,24.9,23.5,26.5,85.0,4.2,1.8,98.5,,25.6
2017/07/03,24.5,23.5,27.8,12.4,5.6,2.7,98.5,,24.9
2017/07/04,26.0,22.8,31.2,82.3,4.7,1.6,87.5,,27.9
2017/07/05,27.0,22.7,33.6,,4.5,1.2,77.1,,28.4
2017/07/06,27.3,22.3,34.0,,5.0,1.6,78.6,,29.1
2017/07/07,26.4,24.3,28.7,6.1,4.0,2.1,89.3,,26.3
2017/07/08,25.6,23.7,28.2,19.3,5.0,1.9,95.8,,25.9
2017/07/09,26.4,22.6,31.8,28.0,5.7,1.3,91.9,,28.0
2017/07/10,24.8,23.2,26.1,69.5,5.5,2.2,99.4,,25.4
2017/07/11,26.1,22.2,32.0,1.3,4.0,1.7,89.0,,27.6
2017/07/12,26.3,23.2,31.9,0.0,3.7,1.7,88.6,,28.0
2017/07/13,27.0,21.5,32.3,,3.5,1.2,81.3,,28.8
2017/07/14,28.2,24.4,33.9,0.2,5.7,1.9,79.8,,29.4
2017/07/15,24.3,22.7,26.1,74.7,3.7,1.4,98.9,,25.5
2017/07/16,25.2,22.9,27.2,77.8,6.0,1.4,96.5,,26.4
2017/07/17,26.0,23.5,29.1,0.9,4.1,1.4,92.0,,27.3
2017/07/18,25.9,23.0,31.0,1.3,3.4,1.4,91.4,,27.0
2017/07/19,28.0,24.5,34.8,,3.7,1.4,78.4,,30.2
2017/07/20,28.8,24.7,34.4,,4.0,1.5,80.9,,30.0
2017/07/21,29.1,26.2,32.6,5.1,3.6,1.6,85.8,,28.9
2017/07/22,28.7,26.7,32.5,0.2,3.6,1.5,89.4,,29.4
2017/07/23,26.8,25.7,29.2,63.3,4.1,1.6,99.1,,27.2
2017/07/24,25.9,24.9,27.7,19.4,2.2,0.6,98.3,,26.6
2017/07/25,29.4,25.3,35.8,,5.3,1.4,79.1,,30.9
2017/07/26,28.1,24.3,32.2,,5.3,2.9,62.9,,29.4
2017/07/27,27.0,24.4,30.7,0.8,3.0,1.6,66.3,,28.0
2017/07/28,25.3,23.7,27.4,16.5,2.3,1.0,99.1,,25.9
2017/07/29,27.0,24.8,30.7,,4.9,2.6,83.5,,27.9
2017/07/30,27.6,23.9,32.8,,3.8,1.7,75.3,,29.6
2017/07/31,24.2,23.1,26.6,104.8,4.7,1.2,97.9,,25.7
2017/08/01,27.3,23.2,33.6,0.8,3.5,1.2,85.6,,29.0
2017/08/02,29.3,25.2,34.2,,3.2,0.8,83.4,,30.3
2017/08/03,29.2,26.2,32.7,,4.4,2.6,67.9,,30.5
2017/08/04,29.7,25.1,35.4,,3.1,1.7,65.5,,30.5
2017/08/05,31.2,27.0,36.9,,4.3,1.5,71.8,,32.7
2017/08/06,28.9,25.5,33.4,2.7,3.6,1.5,83.1,,30.2
2017/08/07,28.5,25.2,33.6,,4.6,1.9,81.1,,31.1
2017/08/08,27.6,24.6,32.1,0.0,4.0,1.5,73.6,,29.8
2017/08/09,26.5,23.8,29.6,6.6,4.7,1.9,79.9,,27.8
2017/08/10,24.5,23.3,25.6,11.3,1.9,0.7,99.5,,26.3
2017/08/11,26.0,23.5,32.0,6.9,3.9,1.4,88.9,,27.1
2017/08/12,27.1,23.0,32.4,,3.9,1.7,71.4,,27.9
2017/08/13,25.8,24.0,27.3,0.0,5.2,3.3,72.6,,26.3
2017/08/14,23.6,22.3,25.6,8.0,6.1,2.9,86.5,,25.0
2017/08/15,22.3,21.1,23.8,50.9,4.8,2.8,98.5,,23.4
2017/08/16,24.1,21.6,27.9,1.9,4.7,2.5,91.5,,25.7
2017/08/17,25.2,22.1,29.8,0.2,4.3,2.0,87.4,,26.3
2017/08/18,25.8,22.6,30.9,,3.4,1.2,85.0,,27.7
2017/08/19,25.5,22.3,28.9,13.7,5.1,1.7,88.4,,26.7
2017/08/20,23.8,22.1,27.0,130.8,5.4,3.0,97.5,,25.0
2017/08/21,25.0,23.2,28.6,22.6,4.5,2.0,95.0,,25.6
2017/08/22,26.9,23.0,32.1,,3.3,1.3,85.3,,29.1
2017/08/23,27.1,23.7,31.4,34.8,5.6,2.1,93.9,,27.8
2017/08/24,26.2,23.5,29.2,38.1,6.3,3.1,96.3,,26.6
2017/08/25,25.3,20.9,31.5,,4.6,1.6,74.0,,27.1
2017/08/26,23.6,17.6,29.6,,5.0,1.7,62.0,,25.7
2017/08/27,22.3,18.5,26.6,0.0,2.6,0.7,74.0,,23.8
2017/08/28,21.3,18.3,26.1,30.4,5.3,1.2,86.6,,22.9
2017/08/29,20.1,17.4,24.3,,4.1,2.6,57.6,,23.1
2017/08/30,19.2,16.0,23.6,,3.8,1.2,61.6,,20.0
2017/08/31,21.2,15.1,28.2,,2.6,0.9,73.0,,23.3
2017/09/01,22.6,15.8,29.7,,3.7,1.6,61.3,,24.4
2017/09/02,22.8,17.5,29.5,,3.3,1.5,69.6,,24.4
2017/09/03,23.1,17.6,29.1,,3.5,1.4,71.4,,25.5
2017/09/04,23.6,17.9,29.2,,3.3,1.5,60.6,,24.8
2017/09/05,21.7,19.8,23.8,0.0,4.1,1.4,70.4,,21.9
2017/09/06,20.2,18.3,22.9,1.3,2.6,0.6,89.6,,21.8
2017/09/07,21.8,16.5,27.7,,3.9,1.4,85.1,,24.0
2017/09/08,23.4,19.6,29.8,,3.7,1.3,81.3,,25.1
2017/09/09,23.2,18.5,29.4,,4.2,1.2,83.8,,24.4
2017/09/10,22.2,18.6,25.2,0.0,3.5,0.8,87.8,,22.7
2017/09/11,20.5,18.2,25.1,15.7,4.4,1.6,91.6,,22.0
2017/09/12,21.1,16.7,27.6,,4.5,1.5,70.3,,21.7
2017/09/13,20.4,13.9,27.5,,4.4,1.5,64.0,,21.1
2017/09/14,21.5,13.7,28.8,,2.9,1.1,64.4,,21.8
2017/09/15,22.2,17.8,27.7,,6.8,3.3,54.4,,22.3
2017/09/16,21.2,16.6,26.3,,5.2,3.0,56.5,,19.6
2017/09/17,22.3,18.3,28.5,,3.8,1.7,61.3,,22.1
2017/09/18,20.8,14.9,27.3,,4.2,1.6,76.4,,22.1
2017/09/19,21.8,17.5,27.0,7.8,6.0,2.2,89.3,,23.2
2017/09/20,18.3,12.3,23.9,,4.6,2.0,63.4,,19.2
2017/09/21,18.7,12.6,26.5,,2.7,1.1,72.3,,19.5
2017/09/22,19.7,14.4,27.6,,3.6,1.5,73.8,,20.6
2017/09/23,20.7,16.2,27.0,,3.1,1.3,85.4,,21.1
2017/09/24,22.4,18.9,27.6,,4.0,1.5,87.8,,23.2
2017/09/25,22.9,18.0,29.7,,2.9,1.1,75.3,,23.2
2017/09/26,23.5,18.3,29.3,0.0,3.5,1.5,68.9,,24.0
2017/09/27,21.7,17.6,26.6,1.3,3.1,1.5,74.4,,22.4
2017/09/28,19.4,13.6,24.9,,6.4,2.8,53.6,,20.5
2017/09/29,15.3,8.6,21.9,,4.3,1.4,51.6,,16.3
2017/09/30,18.4,11.7,25.9,,3.5,1.2,73.4,,19.1
2017/10/01,17.2,14.8,21.8,10.0,4.3,1.8,88.5,,18.5
2017/10/02,21.1,15.4,28.6,1.6,4.2,2.0,72.1,,20.4
2017/10/03,17.2,12.8,22.8,,4.0,1.9,53.3,,18.4
2017/10/04,16.7,10.1,23.2,,2.8,1.3,56.3,,17.4
2017/10/05,17.9,14.2,22.2,,4.3,2.4,63.5,,18.3
2017/10/06,17.9,13.4,21.5,0.0,5.0,2.2,71.4,,19.3
2017/10/07,20.5,16.6,26.3,,2.3,0.8,79.0,,21.0
2017/10/08,21.0,17.5,27.1,,3.5,1.2,80.9,,21.7
2017/10/09,21.2,16.8,27.8,,3.2,1.2,79.0,,22.5
2017/10/10,20.8,16.8,25.3,0.1,2.7,1.0,87.3,,21.9
2017/10/11,15.4,12.2,21.2,16.8,5.1,2.5,87.1,,18.1
2017/10/12,11.5,7.3,13.9,0.2,2.6,1.5,79.5,,14.1
2017/10/13,12.0,4.4,18.3,,3.6,1.5,66.8,,13.4
2017/10/14,13.6,6.4,20.2,,3.7,1.5,54.3,,13.2
